developer,userscore,metascore,genres,rating,summary,publisher,title,release_date
Square Enix,8.10,79,Action|Rhythm|Music|,E10+,"Experience the music of kingdom hearts like never before. Melody of memory features 20+ characters, 140+ music tracks, and online vs multiplayer mode. Explore the music and memories from the kingdom hearts series! Play as familiar faces from the kingdom hearts series, including Disney guest characters who will appear to Lend you a hand. Enjoy a massive variety of music from both the kingdom hearts series and Disney, with a collection of over 140 songs. Dive into rhythm-action gameplay with memorable tunes in this musical journey.",Square Enix,Kingdom Hearts: Melody of Memory,"Nov 13, 2020"
Rebellion,8.20,79,Action|Shooter|First-Person|Tactical|,M,"<span class=""blurb blurb_collapsed"">Welcome to Italy, 1943.<br/> <br/>Set in the aftermath of its award-winning predecessor, Sniper Elite 4 continues the series World War Two heritage by transporting players across the beautiful Italian peninsula, from sun-drenched Mediterranean coastal towns, to colossal Nazi mega structures,</span>",Rebellion,Sniper Elite 4,"Nov 17, 2020"
Rocketcat Games,7.60,79,Action|General|,T,"This game is fun.  I would highly recommend this game for people that enjoy Binding of Isaac or enter the gungeon but in this game you are not encouraged to kill every Zombie.  You are reminded to avoid and run to conserve bullets when you can.  I paid 8.99 and i bought it twice (ps4,Switch) I have no regrets.  It's a fun addicting game.  the greatest thing about this game is the custom characters,  you can add everyone you know and they join the adventure.  The only things I would change is the over all look is done in that 8 bit style which i am sick of.  it would look better in 16 bit.  8 bit sucks... but maybe it's because I am older and remember playing 8 bit when it was all that I had.  I also think there should be more weapons,  more of everything.  If you're gonna do random, make a ton of weapons and items.  But anyways, what do i know.  Looking forward to a sequel!",UKIYO PUBLISHING LIMITED,Death Road to Canada,"May  8, 2018"
Game Freak,6.30,79,Action RPG|Role-Playing|Trainer|,E,"Catch Pokémon Like Never Before. The Poké Ball Plus is a Poké Ball-shaped device that can be used to play Pokémon: Let's Go, Pikachu! and Pokémon: Let's Go, Eevee! in place of your Joy-Con. You'll be able to throw Poké Balls in-game with a flick of your wrist! In addition to motion controls,",Nintendo,"Pokemon: Let's Go, Pikachu!","Nov 16, 2018"
JoyMasher,8.00,79,Action|Platformer|2D|,T,"Mix Contra and Metal Slug, and combine them together, it turns out a new game. I'd say it's spiritual heir Contra Hard Corps, because robots, humans and other stuff.",Limited Run Games,Blazing Chrome,"Jul 11, 2019"
Aurelien Regard,7.20,79,Action|Racing|General|Arcade|Futuristic|,E,"The Next Penelope is an original 2D racing and action game, set in a futuristic Greece. As Penelope is looking for Ulysses through the galaxy, the player is free to explore the worlds in any order. Each planet features unique situations, races, bosses, and new permanent abilities to get for the spaceship. All weapons cost vital energy when used, so the player is very powerful and close to death at the same time.",Aurelien Regard,The Next Penelope,"Dec 21, 2017"
Secret Base,8.00,79,Action|Beat-'Em-Up|2D|,T,"<span class=""blurb blurb_collapsed"">VIDEO GAMES vs HORROR MOVIES<br/><br/>In Streets of Red - Devil's Dare Deluxe, the only thing scarier than being eaten alive is running out of quarters! A permadeath multiplayer horror beat'em up that bestows players with the skills of retro gaming heroes in a fight against a legion of undead</span>",Secret Base,Streets of Red: Devil's Dare Deluxe,"Apr 12, 2018"
NG:DEV.TEAM,7.90,79,Vertical|Action|Shooter|Shoot-'Em-Up|Horizontal|,E10+,"You want turrican on switch ? you got turrican on switch, its called gunlord X. musics to die for, all weapons like spreadshot and plasma and",NG:DEV.TEAM,GunLord X,"May 22, 2019"
Ben Esposito,7.70,79,Action Adventure|General|,E,"A simple, perfect, small game that excels in what it sets out to do.  Anyone could pick this up.  It's adorable and fun.  Only downside is how short it is, overall.",Annapurna Interactive,Donut County,"Dec 18, 2018"
Cyan Worlds,6.00,79,Adventure|3D|First-Person|,E,"This is where my experience with Myst started, so it's hard for me to say I didn't have a great time. I can't compare it to other versions",Limited Run Games,realMyst: Masterpiece Edition,"Feb 28, 2020"
Toys for Bob,8.30,79,Miscellaneous|Compilation|,E10+,"The original roast master is back! Same sick burns, same smoldering attitude, now all scaled up in stunning HD. Spyro is bringing the heat like never before in the Spyro Reignited Trilogy game collection. Rekindle the fire with the original three games, Spyro the Dragon, Spyro 2: Ripto's Rage! and Spyro: Year of the Dragon. Explore the expansive realms, re-encounter the fiery personalities and relive the adventure in fully remastered glory. Because when there's a realm that needs saving, there's only one dragon to call.",Activision,Spyro Reignited Trilogy,"Sep  3, 2019"
melessthanthree,8.40,79,Role-Playing|Adventure|General|Action RPG|,T,"This game is pretty spectacular. The minimalist graphics are far from off putting, in motion they are very fluid and readable. This is a very","Syndicate Atomic, LLC",Lucah: Born of a Dream,"Jul  3, 2019"
Crazy Monkey Studios,7.50,79,Puzzle|Hidden Object|General|,E,None,Crazy Monkey Studios,Hidden Through Time,"Mar 12, 2020"
id Software,7.10,79,Action|Shooter|First-Person|Arcade|,None,"<span class=""blurb blurb_collapsed"">The fight's not over! <br/><br/>Your victory over the hordes of Hell spared Earth from a perilous, demon-infested fate, but saving humanity has upset the delicate balance of power in the heavens. Become the DOOM Slayer once again and set things right in DOOM Eternal's first single-player expansion,</span>",Bethesda Softworks,DOOM Eternal: The Ancient Gods Part One,"Jun 15, 2021"
Skunkape Games,7.49,79,Adventure|Point-and-Click|,T," The Freelance Police are back on the crime beat in a newly remastered version of their second episodic season. Zombies will dance. Mariachis will sing. A giant battle robot will trash the streets. And when their friends’ lives are at stake, Sam & Max will risk their very souls to set things right. ",Skunkape Games,Sam & Max: Beyond Time and Space Remastered,"Dec  8, 2021"
Something We Made,6.40,79,Adventure|General|,E,"A photo adventure. Set off on a delightful expedition and use your photographic eye to uncover the mysteries of the magical TOEM in this hand-drawn adventure game. Chat with quirky characters, solve their problems by snapping neat photos, and make your way through a relaxing landscape!",Something We Made,TOEM,"Sep 17, 2021"
Konami,7.80,79,Strategy|Turn-Based|Card Battle|,T,"Experience over 20 years of Yu-Gi-Oh! history with Yu-Gi-Oh! Legacy of the Duelist: Link Evolution on Nintendo Switch. Build your Deck from over 9,000 cards and take on the most iconic Duelists from the Yu-Gi-Oh! universe. Relive the stories from the original animated Yu-Gi-Oh! series through Yu-Gi-Oh! ARC-V, and challenge the newest generation of Duelists from the virtual world of Yu-Gi-Oh! VRAINS!",Konami,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,"Aug 20, 2019"
Bulkypix,7.90,79,Action|General|,T,"JOE! THE VISIONARY! MY KING! MY GOD! JOE IS TRULY THE GREATEST OF OUR TIME. HE WAS ABANDONED, MANY YEARS AGO, IN NORWICH!! BUT WHILE HE WAS THERE,IT CAME TO HIM. A POWER!! NEVER SEEN BEFORE!! HE GOT OUT OF THAT DITCH!! HE WAS LEFT THERE AS MERELY A MORTAL. AND CAME OUT. A GOD!! HE BATTLED MANY DANGEROUS BEINGS!! SUCH AS THE FEROCIOUS DANIAL SMELLIOTT!! JSN!! HE ATE DOMINOS PIZZA, LIKE NO ONE HAS EVER BEFORE!! WITH A RECORD OF TWO LARGE SPICY PEPPERONI PIZZAS IN 2 SECONDS!! HIS VISIONARY POWERS ALLOW HIM TO SEE INTO THE FUTURE!! THIS SKILL IS PARTICULARLY USEFUL IN SMASH BROS!! AS HE!! CAN SEE!! AND COUNTER ALL OF HIS OPPONENTS MOVES 5 SECONDS BEFORE THEY USE THEM!! HE HAS WON THE TITLE, THE JUDO KING!! WITH HIS MANY FIGHTING TECHNIQUES, SUCH AS TOMAHAWK GRAB, ULTRA DISARMAMENT, SUPER SUCKER PUNCH, AND HIS SPECIAL MOVE!! THE SCHOFIELD FINGER!! WHERE HE CRUSHES HIS OPPONENTS WITH JUST HIS FINGERS!! JOE IS THE ONLY THING ON PAR WITH ZOMBILLIE, BECAUSE HE TRANSCENDS REALITY!! e",Bulkypix,Joe Dever's Lone Wolf,"Feb 16, 2018"
Loveshack Entertainment,7.30,79,Miscellaneous|Compilation|,E,"The FRAMED Collection is a new compilation of the critically-acclaimed, multi-award winning noir puzzle games FRAMED and FRAMED 2. Rearrange the panels of an animated comic book to craft the story of a noir-styled spy adventure. Presented in an extensive series of visual puzzles, requiring logic and imagination, each panel move changes the current narrative, leading to all kinds of comedic blunders, untimely deaths, and--when solved correctly--stylish heists, fast getaways and nail-biting escapades. The FRAMED Collection for Switch includes a completely updated UI, but retains the intuitive tactile controls of FRAMED and FRAMED 2. Perfectly suited for the portable play that the Switch is renowned for, the puzzle format of the FRAMED Collection can turn a quick train trip into a pleasurable escape, or a night away on holiday into an adventure.",Loveshack Entertainment,FRAMED Collection,"May 17, 2018"
sebagamesdev,7.80,79,Action|Beat-'Em-Up|2D|,T,"Fight'N Rage is a brand new old-school side-scroller beat'em up. Inspired by the classics from the ""golden age"", and with an art style that mimics the aesthetic from the 90's arcade gems, this game pays homage to all classic gameplay features that makes this genre one of the best from its",sebagamesdev,Fight'N Rage,"Sep 26, 2019"
BootdiskRevolution,7.70,79,Action|Platformer|2D|,T,"One of the best co-op 2D shooters I've ever played. I finnished both Bleed and Bleed 2 in one day. It's too damn short, that's the only complain that I have.",Digerati Distribution,Bleed 2,"Mar  8, 2018"
Square Enix,7.80,79,Role-Playing|Japanese-Style|,T,"<span class=""blurb blurb_collapsed"">Originally released in Japan in 2016, SaGa SCARLET GRACE lets you pick one of four distinct heroes - each with their own unique storylines. That means you essentially have four RPGs in a single game.<br/><br/>The version that launches in the West as SaGa SCARLET GRACE: AMBITIONS improves things</span>",Square Enix,SaGa: Scarlet Grace - Ambitions,"Dec  2, 2019"
Level 91 Entertainment,7.60,79,Racing|Arcade|Automobile|,E,"Forget everything you know about drifting. Set in a 90s retro future, Inertial Drift is a 1v1 arcade racer with a devastatingly unique handling model and unbelievably satisfying twin-stick drift mechanics. Inertial Drift offers a whole new level of accessibility and challenge to the arcade racing genre - for a driving experience genuinely unlike any that you've had before. ",PQube,Inertial Drift,"Sep 11, 2020"
Nippon Ichi Software,8.10,79,Action|Rhythm|Music|,T,"<span class=""blurb blurb_collapsed"">Funky tunes: advance by matching your inputs to the rhythm of addictive music tracks. Or Practice your inputs as you get acquainted with stages in the sound test.<br/>Mastering the music: unlock music to Mix and match with Replay able stages for different difficulties. Hit the rewind button for</span>",NIS America,Mad Rat Dead,"Oct 30, 2020"
Red Barrels,8.00,79,Action Adventure|Survival|,M,"<span class=""blurb blurb_collapsed"">Outlast 2 is the sequel to the acclaimed survival horror game Outlast. Set in the same universe as the first game, but with different characters and a different setting, Outlast 2 is a twisted new journey into the depths of the human mind and its dark secrets.<br/> <br/>No conflict is ever black</span>",Red Barrels,Outlast 2,"Mar 27, 2018"
id Software,8.50,79,Action|Shooter|First-Person|Arcade|,M,"Developed by id Software, DOOM returns as a challenging modern-day shooter experience. Relentless demons, impossibly destructive guns, and fast, fluid movement provide the foundation for intense, first-person combat – whether you’re obliterating demon hordes through the depths of Hell in the single-player campaign, or competing against your friends in numerous multiplayer modes. There is no taking cover or stopping to regenerate health as you beat back Hell’s raging demon hordes. Combine your arsenal of futuristic and iconic guns, upgrades, movement and an advanced melee system to knock-down, slash, stomp, crush, and blow apart demons in creative and violent ways. [Nintendo]",Bethesda Softworks,DOOM,"Nov 10, 2017"
LookAtMyGame,7.30,79,Action|Platformer|2D|,E,"Step through time and discover a mesmerizing new action-RPG that looks like it was plucked straight out of the 16-bit era, but plays like a modern-day marvel. Inspired by non-linear Japanese retro adventures, Aggelos hurls players into the middle of a colossal struggle for survival as beings from another dimension threaten to invade the peaceful Kingdom of Lumen. Bursting with secrets and side-quests, and boasting slick melee combat that any 2D action game would envy, Aggelos is the perfect combination of retro style and modern-day game design.",PQube,Aggelos,"Apr 24, 2019"
Mike Bithell,7.49,79,Action|Platformer|2D|,E,"Thomas Was Alone, and then, well, he wasn’t. Thomas Was Alone is the acclaimed platformer about friendship and jumping and floating and anti-gravity. Guide a group of sentient rectangles through a series of obstacles, combining their skills to reach the end of each level. Discover the story",Mike Bithell,Thomas Was Alone,"Feb 19, 2021"
Capy Games,7.50,79,Adventure|General|,E10+,"Superbrothers: Sword & Sworcery EP is an exploratory action adventure with an emphasis on audiovisual style. Traverse a mythic little realm, use a sword to do battle & evoke sworcery to solve mystical musical mysteries. Co-operate with friends via Twitter, experience a videogame world that is affected by moon phases & help a wandering warrior monk complete her woeful errand.",Capy Games,Superbrothers: Sword & Sworcery EP,"Nov 30, 2018"
Hollow Ponds and Richard Hogg,7.10,79,Adventure|General|,None,"I Am Dead is a charming puzzle adventure game from the creators of Hohokum and Wilmot’s Warehouse about exploring the afterlife. Morris Lupton is the recently-deceased museum curator of the tiny island of Shelmerston who is reunited with the ghost of his dog Sparky, only to discover that a",Annapurna Interactive,I Am Dead,"Oct  8, 2020"
Plug In Digital,8.10,79,Action|Shooter|Shoot-'Em-Up|Horizontal|,E,"An outstanding and addictive shmup, Switch reintroduced me to the genre after years away from the arcades of my youth, and this game has secured its place as my absolute favorite game in the genre.  Multiple ships to unlock, crazy bosses and some incredible weapons to let loose!  Whether you’re a longtime shmup fan or someone looking to dive in, I can not recommend Steredenn enough.",Plug In Digital,Steredenn: Binary Stars,"Mar  8, 2018"
Ink Kit,8.00,79,Puzzle|General|,None,"Deru is a cooperative puzzle game that mixes eye catching abstract art with mind bending puzzles to a unique gaming experience. In this couch co-op experience two players team up to overcome the boundaries of shadow and light and succeed through teamwork, timing and tactics. Block streams for your partner, juggle your mass to make each other huge for traversing big streams. To succeed you have to communicate and plan together, fuse your brains and bring your co-op gaming skills on the next level. Deru is more than your usual puzzle game, you need to have dexterity, precision and use strategic planning to reach the exit of each level. ",Ink Kit,Deru - The Art of Cooperation,"Nov  7, 2018"
CreSpirit,8.00,79,Action|Platformer|2D|,T,"Set off with Erina, a cute rabbit mysteriously turned into a human, through a world filled with cute but threatening creatures. Use a gigantic hammer to crush the over-loving bunny maniacs threatening Erika's life, and learn how to dodge bullets, missiles and lasers to survive dozens of exciting boss encounters. Explore a world packed with secrets and hidden areas in this beautifully crafted 2D platformer.",CIRCLE Entertainment,Rabi-Ribi,"Oct 17, 2019"
Interactive Productline IP AB,8.00,79,Racing|Arcade|Other|,E,None,Interactive Productline IP AB,Mindball Play,"Feb 14, 2019"
Midipixel,7.80,79,Puzzle|Action|,E,None,Ratalaika Games,Warlock's Tower,"May 31, 2019"
WayForward,7.00,79,Action|Beat-'Em-Up|2D|,E10+,"<span class=""blurb blurb_collapsed"">Kick butt, take names, and pound punks in this all-new installment of the classic co-op beat-'em-up series!<br/><br/>River City Girls stars Kyoko and Misako, two street-tough high-schoolers who must fight their way through the six regions of River City to rescue their kidnapped boyfriends, series</span>",Arc System Works,River City Girls,"Sep  5, 2019"
Onion Games,7.49,79,Action|Arcade|,None,None,Onion Games,Mon Amour,"Oct 14, 2021"
Team Bondi,8.10,79,Action Adventure|Adventure|3D|Open-World|Third-Person|,M,"Amid the post-war boom of Hollywood's Golden Age, Cole Phelps, an LAPD detective is thrown headfirst into a city drowning in its own success. Corruption is rampant, the drug trade is exploding, and murder rates are at an all-time high. In his fight to climb the ranks and do what's right, Phelps must unravel the truth behind a string of arson attacks, racketeering conspiracies and brutal murders, battling the L.A. underworld and even members of his own department to uncover a secret that could shake the city to its rotten core. Using groundbreaking new animation technology that captures every nuance of an actor's facial performance in astonishing detail, L.A. Noire is a violent crime thriller that blends breathtaking action with true detective work to deliver an unprecedented interactive experience. Search for clues, chase down suspects and interrogate witnesses as you struggle to find the truth in a city where everyone has something to hide.",Rockstar Games,L.A. Noire,"Nov 14, 2017"
Lizardcube,8.00,79,Action|Action Adventure|General|Platformer|Metroidvania|,E10+,"<span class=""blurb blurb_collapsed"">Boasting beautiful, hand-drawn animations and a re-orchestrated soundtrack, the cult classic returns with a unique blend of exploration, action, and adventure!<br/> <br/>Cursed into a half-human, half-lizard monstrosity by the Meka-Dragon, you are in search for a cure! The only way you can return</span>",DotEmu,Wonder Boy: The Dragon's Trap,"Apr 18, 2017"
Veewo Games,5.80,79,Action|Platformer|2D|,T,"<span class=""blurb blurb_collapsed"">Neon Abyss is a frantic, roguelike action-platformer where you run ‘n’ gun your way into the Abyss as part of the Hades formed ‘Grim Squad’.<br/> <br/>Featuring unlimited item synergies and a unique dungeon evolution system, each run diversifies the experience and makes it so every choice alters</span>",Veewo Games,Neon Abyss,"Jul 14, 2020"
Panic Button,7.40,79,Action|Shooter|First-Person|Arcade|,M,"Wolfenstein II: The New Colossus is the highly anticipated sequel to the critically acclaimed, Wolfenstein: The New Order developed by the award-winning studio MachineGames. An exhilarating adventure brought to life by the industry-leading id Tech 6, Wolfenstein II sends players to Nazi-controlled America on a mission to recruit the boldest resistance leaders left. Fight the Nazis in iconic American locations, equip an arsenal of badass guns, and unleash new abilities to blast your way through legions of Nazi soldiers in this definitive first-person shooter. America, 1961. The Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka Terror-Billy, member of the Resistance, scourge of the Nazi empire, and humanitys last hope for liberty. Only you have the guts, guns, and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution.",Bethesda Softworks,Wolfenstein II: The New Colossus,"Jun 29, 2018"
Square Enix,8.20,79,Role-Playing|Japanese-Style|,E10+,"<span class=""blurb blurb_collapsed"">POWERED UP AND REBORN!<br/><br/>Expanding the horizons of FINAL FANTASY! A tale of many encounters and the birth of a new world.

Originally released in October 2016, WORLD OF FINAL FANTASY has just been powered up and reborn as WORLD OF FINAL FANTASY Maxima! New characters from FF lore (Champions)</span>",Square Enix,World of Final Fantasy Maxima,"Nov  6, 2018"
Arc System Works,8.20,79,Adventure|Visual Novel|,M,"Mixing romance with murders and the living dead, World End Syndrome is a gripping story that will make you shiver but ask for more! Arrive in a beautiful seaside town and join the local school's clubs, before a dead body drifts on the shores of the river and it's up to you and your friends to figure out if the legend of the Yomibito is true and what it means for the town...",Arc System Works,World End Syndrome,"May  2, 2019"
Nyamyam,7.49,79,Adventure|General|,T,"Play as ‘Doctor’ Simon Forman - unlicensed medical professional and astrologer - and help him win a medical licence. Astrologaster is a narrative-based comedy game. Explore Forman’s life, his work, and his relationships with his clients. Make story choices by performing astrological",Nyamyam,Astrologaster,"Feb 18, 2021"
Codemasters,8.30,79,Racing|Simulation|Automobile|,E,"Its all about the teams, the rivals & the race in an intense world of professional motorsport. Racing alongside a teammate, overcome key rivals & satisfy team sponsors in ferocious races where every pass & position counts. In a huge career, specialise in your favourite racing discipline or conquer them all feel the aggression of the pack in Touring Cars, race Open-Wheel cars with precision, manage tyre wear in Endurance events, show car control in Tuner events & react on the fly in Street races. Each category features series for different classes, including Touring Cars, Hypercars, Prototypes, Single-Seaters, Drift cars & many, many more. GRID Autosport features over 100 routes across 22 locations & the worlds most exciting high-performance racing cars. Development has been driven by Community feedback to include the return of in-car view, authentic handling & multiplayer racing powered by RaceNet to deliver new weekly challenges & all-new Racing Clubs for online team competition.",Codemasters,GRID Autosport,"Sep 19, 2019"
Yak & Co,7.70,79,Puzzle|General|,E10+,"Agent A is a spy themed puzzle game for Smartphones, Tablets and erm, Shoephones?! Your mission (should you choose to accept of course) is to infiltrate enemy spy Ruby La Rouge's secret hideaway and catch her! Uncover a stylish 60s themed world full of hidden contraptions and clever logic based puzzles. Oh and do be careful, Miss La Rouge has a taste for dismissing agents such as yourself!",Yak & Co,Agent A: A Puzzle In Disguise,"Aug 29, 2019"
Wonderbelly Games,7.49,79,Puzzle|Action|,E10+,"Castle Springbottom is under attack. It's up to the Roundguard to save the king and -- more importantly -- recover his gold! Fling your hero into the face of danger and bounce off hordes of dangerously cute monsters to reach the bottom of the dungeon. With only one life, you'll need to learn how to navigate hazards, make strategic choices, and master your hero's skills if you hope to defeat the final boss. But don't worry, the Roundguard always bounces back.",The Quantum Astrophysicists Guild,Roundguard,"Mar 13, 2020"
M2,7.80,79,Puzzle|Matching|,E,"The object of this head-to-head puzzle game is to clear your grid of falling patterns called puyos by forming chains of four or more same-colored puyos in a straight line or one of several geometric patterns. What makes this a challenging two-player contest is the fact that when you clear a chain of puyos from your grid, it drops a random piece of filler onto your opponent's grid. The more puyos you clear, the more you fill your opponent's grid, and if you can clutter up his grid enough to fill it to the top, you've won the game.",Sega,Sega Ages: Puyo Puyo 2,"Feb 20, 2020"
Polygon Treehouse,8.40,79,Adventure|General|,E10+,Clearly this game has had a lot of thought towards the direction and style. Everything sounds and looks stunning which makes the satisfying,CI Games,Roki,"Oct 15, 2020"
Dual Effect,9.20,79,Action Adventure|Survival|,M,"While investigating the disappearance of twin girls at Winterlake - something terrible happens to Caroline Walker. Waking in the dead of night, naked in a bathtub - and hooked up to some decrepit medical equipment, Caroline must fight for her life as she explores the halls of an abandoned",PQube,Tormented Souls,"Apr 14, 2022"
TT Games,7.49,79,Action Adventure|Open-World|,E10+,"LEGO Marvel Super Heroes features an original story crossing the entire Marvel Universe. Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world. Players will chase down Cosmic Bricks as they travel across LEGO Manhattan and visit key locations from the Marvel Universe, such as Stark Tower, Asteroid M, a Hydra base and the X-Mansion.",Warner Bros. Games,LEGO Marvel Super Heroes,"Oct  5, 2021"
Arc System Works,7.60,79,Action|Fighting|2D|,T,"Created through an all-star collaboration between BlazBlue, Atlus' Persona, French Bread's Under Night In-Birth, and Rooster Teeth's hugely popular RWBY web series, Cross Tag Battle celebrates the fighting genre for pros and newcomers alike! Engage in fast paced 2v2 team battles filled with the craziness you've come to love from BlazBlue, with all the tight mechanics, smooth gameplay, and gorgeous 2D graphics you expect from Arc System Works.",Arc System Works,BlazBlue: Cross Tag Battle,"Jun  5, 2018"
Seed Interactive,7.30,79,Simulation|Flight|Combat|,E10+,"Fight as both British and German pilots during WWI's battle for the skies. Take to the skies and experience WWI as a fighter pilot. Skies of Fury DX offers players the chance to engage in epic, aerial combat in historic Bloody April, 1917, as both British and German pilots. Using 10 distinctive aircraft from WWI, players fly through stunning, hand-painted environments. Dogfight through the missions as a single player, or challenge your friends to a multiplayer, split-screen battle. [Nintendo]",IlluminationGames,Skies of Fury DX,"Apr 12, 2018"
Airship Syndicate Entertainment,7.30,81,Role-Playing|General|,T,"Rise Against Ruin. Unite a party of League of Legends Champions, explore Bilgewater and set sail for the Shadow Isles to uncover the secrets of the deadly Black Mist. Developed by Airship Syndicate and featuring the art style of legendary comic book artist Joe Madureira, creators of Battle Chasers and Darksiders, Ruined King: A League of Legends Story is the first Riot Forge game that invites you to explore the League of Legends universe. In this immersive turn-based RPG, you will have the freedom to configure your party and control an unlikely group of League of Legends champions, explore the bustling city of Bilgewater and the mysterious Shadow Isles, and experience the Lane Initiative System. ",Riot Forge,Ruined King: A League of Legends Story,"Nov 16, 2021"
Greenheart Games,7.80,81,Strategy|Management|Business / Tycoon|,None,"I love this game so much, I made an account just to review it. I’ve been in a gaming slump, not feeling much of anything lately. This game made me excited to game again. There is so much room to grow within the game and I suspect it will have a high replay value. I especially appreciate the tutorials which are clear and concise. The pacing is perfect. I don’t have a single criticism. It makes me happy to support a start-up like this and I look forward to what they’ll make next!",Greenheart Games,Game Dev Tycoon,"Oct  8, 2020"
Mages.,7.49,81,Action Adventure|Survival|,None,"A friendship ritual gone awry transports high school student Ayumi Shinozaki and her friends to an alternate reality version of a tragedy-stricken institution that stood on the site of their own school long ago. As the vengeful spirits of elementary school students threaten their lives and their sanity, their only hope of survival–much less escape–is to uncover the chilling details surrounding the murders of those trapped before them.",XSEED Games,Corpse Party (2021),"Oct 20, 2021"
Image & Form,7.70,81,Strategy|Action Adventure|Turn-Based|General|Card Battle|,E,"SteamWorld Quest is the roleplaying card game you’ve been waiting for! Lead a party of aspiring heroes through a beautifully hand-drawn world and intense battles using only your wits and a handful of cards. Take on whatever threat comes your way by crafting your own deck choosing from over 100 unique punch-cards. What awaits you is a luscious treasure chest filled with gold, dragons, vivid worlds, magic, knights in shining armor as well as XP, turn-based battles and all that good RPG stuff! The game’s humorous mix of traditional fantasy and steampunk robots makes for an unforgettable experience with lots of laughs",Image & Form,SteamWorld Quest: Hand of Gilgamech,"Apr 25, 2019"
Joysteak Studios,7.90,81,Action|Platformer|2D|,E,"Songbird Symphony is a musical adventure game that combines platforming and rhythm gameplay mechanics to emulate the magical role music plays in a Disneyesque storytelling experience. Join Birb as he leaves the safety of his nest in search of his parents, confronting the dangers of the outside world and ultimately unveiling his destiny. ",PQube,Songbird Symphony,"Jul 25, 2019"
"Terri, Dose, Kitty, and JW",7.49,81,Puzzle|Action|General|,T,"The year is 2089, and a giant disc has appeared in orbit of Jupiter. A crew of international scientists is formed in a desperate attempt to understand the mysterious secrets contained within. Step into the oversized space suit of a brave but reluctant scientist and explore this sprawling",Devolver Digital,Disc Room,"Oct 22, 2020"
Nintendo,8.40,81,Action Adventure|Open-World|,E10+,"New adventures and challenges have come to the world of Hyrule. Players won't have to wait long for it. Players tackle a never-before-seen dungeon, defeat enemies using the One-Hit Obliterator, and explore new shrines. Upon completing these tasks, Link gain access to a powerful new way to travel: the Master Cycle Zero.",Nintendo,The Legend of Zelda: Breath of the Wild - The Champions' Ballad,"Dec  7, 2017"
HAL Labs,8.00,81,Puzzle|Action|,E,"This might be the most bang for your buck game you can get on switch. It is only $10 and is about 5 hours long, compare that to a Nintemdo published release like Kirby Star Allies  which us $60 and the same length, 5 hours long. Beyond that, the co-op mode and collectibles can get you about an extra 10 hours. ""OK,"" you may say, ""quality over quantity, right?"". Fair enough. This game's puzzles are simple yet challenging and fun, perfect bite sized brain - teasers for the switch. Every single world introduces a new mechanic, and that mechanic is used a fair amount, not enough to feel tired, but more than just scratching the surface. The story is minimalist, yet the cutscenes are still charming and engaging. If you have an extra $10 don't go the wrong way.",Nintendo,BoxBoy! + BoxGirl!,"Apr 26, 2019"
Trinket Studios,8.10,81,Action|Beat-'Em-Up|2D|,E10+,"In the fantasy realm of Victusia, the members of the elite Battle Chef Brigade are revered for their ability to skillfully take down monsters and transform their kills into delicious cuisine! But getting in isn't easy; chefs from across Victusia must vie for their spot in a high stakes competition. Follow two contestants, Mina and Thrash, as their journeys through the tournament unfold. In order to become a Brigadier you'll need to hunt monsters with combo-based attacks and prepare your freshly caught ingredients in puzzle-based cooking challenges to serve up winning dishes to the judges – all while the round clock ticks down. [Nintendo]",Adult Swim,Battle Chef Brigade,"Nov 20, 2017"
Playtonic Games,7.70,81,Action|Platformer|2D|,E,"<span class=""blurb blurb_collapsed"">Yooka &amp; Laylee are back in a brand-new platform hybrid adventure. They must run, jump and roll their way through a series of challenging 2D levels, face a puzzling Overworld and rally the Royal Bee-tallion to take down Capital B and his Impossible Lair. <br/>* The overworld isn't just a hub to</span>",Team17,Yooka-Laylee and the Impossible Lair,"Oct  8, 2019"
Wired Productions,7.70,81,Action|Rhythm|Music|,T,"A beautifully composed, posthumous love letter from Avicii to his fans. Invector is a unique rhythm game that’s endlessly playable, delivering a consistent stream of pure joy throughout. Hello There Games deserves heaps of praise for creating a heartfelt experience just oozing quality and demonstrating deep respect for the source materials and it’s once-in-a-generation artist. Invector is a perfect game for Switch, a port that mercifully delivers Avicii’s tracks in high fidelity audio with no obvious dynamic range compression or other mood killing artifacts. Put on a pair of headphones and drop into this gift of sensory nirvana that memorializes the legacy of a star who burned bright and left us too soon. If you’re a music lover, Avicii fan, rhythm game player or a human being, this is a must buy.",Wired Productions,AVICII Invector Encore Edition,"Sep  8, 2020"
Toppluva AB,8.30,81,Sports|Individual|Ski / Snowboard|,E,"Grand Mountain Adventure: Wonderlands is a beautiful open-world skiing & snowboarding game where you get to explore entire mountains filled with hundreds of challenges to discover and compete in. So strap on your skis or board and prepare for a great adventure in the snowy mountains. Originally released on mobile in 2019, with 8 million+ downloads under its belt, the game will now be released on Steam and Nintendo Switch. This expanded, reworked and improved version will feature significantly enhanced graphics, local multiplayer, new mountains, and much more.",Microids,Grand Mountain Adventure: Wonderlands,"Mar 10, 2022"
