release_date,developer,publisher,userscore,rating,summary,metascore,genres,title
"Jun 11, 2018",Arkane Studios,Bethesda Softworks,7.2,M,"Fight overwhelming odds to escape a secret TranStar moon base where the enemies you encounter, the hazards you face, the goals you complete, and the loot you collect are different each time you play. With changing environments as dangerous as they are dynamic, the Mooncrash campaign for Prey",83,Action|Role-Playing|Shooter|Action RPG|First-Person|Arcade|,Prey: Mooncrash
"Sep 27, 2016",Red Hook Studios,Red Hook Studios,7.9,T,"Darkest Dungeon is a gothic roguelike RPG dungeon crawler about the psychological stresses of adventuring. You will lead a band of four heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their mental fortitude! Five hundred feet below the earth you will not only fight unimaginable foes, but famine, disease, and the stress of the ever-encroaching dark. Darkest Dungeon focuses on the humanity and psychological vulnerability of the heroes and asks: What emotional toll does a life of adventure take?",83,Role-Playing|General|,Darkest Dungeon
"Jan 20, 2015",Capcom,Capcom,8.5,M,In 1998 a special forces team was sent to investigate some bizarre murders on the outskirts of Raccoon City. Upon arrival they were attacked by a pack of blood-thirsty dogs and were forced to take cover in a nearby mansion. But the scent of death hung heavy in the air. Supplies were scarce as they struggled to stay alive. ,83,Horror|Action Adventure|Survival|,Resident Evil HD Remaster
"Apr 25, 2017",Sega,Sega,7.4,E10+,"Two puzzle game juggernauts collide as Tetris, one of the largest-selling and recognized brands in gaming history, and Puyo Puyo from SEGA have combined to create a fun-to-play, fast-paced, competitive party game like no other! The game has tons of different styles of gameplay  from the",83,Puzzle|Stacking|,Puyo Puyo Tetris
"Sep 21, 2021",Sega,Sega,8.1,None,"SEIZE THE TRUTH - December 2021, Tokyo district court. Akihiro Ehara stands accused of groping a woman on a crowded train. A bystander’s video footage of his attempt to flee the scene and subsequent apprehension is all over the news, and public outcry demands a maximum sentence. “Three days",83,Action Adventure|Open-World|,Lost Judgment
"Nov  4, 2016",Infinity Ward,Activision,7.2,M,"Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more. Relive one of the most iconic campaigns in history, as you are transported around the globe, including fan favorite missions ""All Ghillied Up,"" ""Mile High Club,"" and ""Crew Expendable."" You'll suit up as unforgettable characters Sgt. John ""Soap"" MacTavish, Capt. John Price and more, as you battle a rogue enemy group across global hot spots from Eastern Europe and rural Russia, all the way to the Middle East. Through an engaging narrative full of twists and turns, call on sophisticated technology and superior firepower as you coordinate land and air strikes on a battlefield where speed and accuracy are essential to victory.  Additionally, team up with your friends in the online mode that redefined Call of Duty by introducing kill streaks, XP, Prestige and more in customizable, classic multiplayer modes.",83,Arcade|Action|Shooter|First-Person|Tactical|,Call of Duty: Modern Warfare Remastered
"Mar 13, 2020",SCEA San Diego Studios,SCEE,6.3,E,"While I can see gamers going ""Wait, isn't this the same as last year?"". Yes, and no. Obviously the similarities are there. That said, it's not really a bad thing The Show 19 was a pretty solid game. As 20, nothing bad really against it. They added ""custom"" teams. However, the one bad thing is that you can't create a stadium, put prices on snacks like hot dogs, tickets etc like you could back in EA's MVP Baseball 2005. Overall though, solid game.",83,Sports|Team|Baseball|Sim|,MLB The Show 20
"Apr 22, 2021",Toylogic Inc.,Square Enix,8.5,M,"Get ready to experience where the NieR series all began - NieR Replicant ver.1.22474487139...Set in a post-apocalyptic world, NieR Replicant ver.1.22474487139 is puts you in the role of the titular Nier, a young man on a quest to cure his sister Yonah of a deadly disease. What they discover will make them question everything they thought they knew The original NieR release has an interesting history. In Japan, there were two versions of the game: NieR Replicant and NieR Gestalt. NieR Replicant focused on Brother Nier and his sister Yonah. In NieR Gestalt, the main character was Father Nier, and Yonah his daughter. Only NieR Gestalt released in the West (under the name NIER) - so excitingly, this will be the first time many people will have played the Replicant version of the game.",83,Role-Playing|Action RPG|,NieR Replicant ver.1.22474487139...
"May 26, 2015",Zen Studios,Zen Studios,4.9,E10+,"<span class=""blurb blurb_collapsed"">Zen Studios, in collaboration with Aperture Laboratories and Valve, is proud to present the Aperture Science Heuristic Portal  Pinball Device, proving that persistent experimentation is not only the hallmark of good science for the benefit of mankind, but also incalculably fun!<br/> <br/>Table</span>",83,Action|Pinball|,ZEN Pinball 2: Portal Pinball
"Nov 12, 2020",Sumo Digital,Sony Interactive Entertainment,8.0,E,"Perilous platforming experience - Explore here, there and everywhere as you utilize sackboy's cool, diverse move-set to face a huge variety of thrilling challenges, fierce enemies and startling surprises. Re-stuffed. Re-stitched. Re-zipped - sack boy returns to the big time stuffed with fresh moves and game-changing gadgets in an awe-inspiring and downright fun 3D adventure in this new, but familiar world. ",83,Action|Platformer|3D|,Sackboy: A Big Adventure
"Oct 11, 2016",Square Enix,Square Enix,8.1,E10+,"Beautiful story, very fun gameplay, fantastic music and a lot of things to discover in each chapter made this game an enjoyable experience for me; and I'm sure a lot of people will enjoy it too.",83,Action Adventure|Sandbox|,Dragon Quest Builders
"May 20, 2014",Supergiant Games,Supergiant Games,8.2,T,Very different from other games. Diablo mixed with a little bit of Disgaea mixed with gorgeous art and music. Very saddening story though. Right in the feels.,83,Role-Playing|Action RPG|Action RPG|,Transistor
"May 29, 2018",Villa Gorilla,Villa Gorilla,7.7,E10+,"This game is a very refreshing take on pinball mechanics with a nice story behind it, add in some quirky characters, few side missions and crisp graphics, and we have a gem!!",83,Action|Pinball|,Yoku's Island Express
"Apr 17, 2018",Ryu ga Gotoku Studios,Sega,8.4,M,"In Yakuza 6, Kazuma Kiryu will find out exactly how much people are willing to sacrifice for family -- be those ties through blood or bond -- when he investigates a series of shadowy events that involve the ones he holds closest to his heart. Fresh out of a three-year prison sentence, an",83,Action Adventure|Open-World|,Yakuza 6: The Song of Life
"Mar 17, 2015","Final Form Games, LLC","Final Form Games, LLC",6.9,E10+,"Jamestown: Legend Of The Lost Colony is a neo-classical top-down shooter for up to 4 players, set on 17th-century British Colonial Mars. It features all the intensity, depth, and lovingly handcrafted pixels of a classic arcade shooter, with a modern twist: deeply-integrated cooperative",83,Scrolling|Action|Shooter|Shoot-'Em-Up|Vertical|,Jamestown+
"Nov 11, 2014",Engine Software,505 Games,7.8,T,"<span class=""blurb blurb_collapsed"">Terraria? What's that?<br/> <br/>Terraria is a land of adventure! A land of mystery! A land that's yours to shape, to defend and to enjoy. Your options in Terraria are limitless, are you an action gamer with an itchy trigger finger? A master builder? A collector? An explorer? There's something for</span>",83,Action|Action Adventure|Platformer|Sandbox|2D|,Terraria
"Oct 31, 2018",Experience Inc.,Aksys Games,6.6,M,Excellent visual novel/point and click horror experience. I loved the story and nuanced characters. The artwork is stunning and realistic and gameplay makes you think without ever becoming frustrating. A real underrated horror gem.,83,Adventure|Visual Novel|,Death Mark
"Aug 28, 2018",Trinket Studios,Adult Swim,tbd,E10+,"<span class=""blurb blurb_collapsed"">Vive la Brigade!<br/><br/>Welcome to Victusia, where the members of the elite Battle Chef Brigade are revered for their ability to skillfully take down monsters and transform their kills into delicious cuisine! But getting in isn't easy; chefs from across Victusia must vie for their spot in a high</span>",83,Action|Beat-'Em-Up|2D|,Battle Chef Brigade
"Aug 26, 2014",4A Games,Deep Silver,8.1,M,"Survive the horrors of the Russian apocalypse - equip your gasmask and an arsenal of hand-made weaponry as you face up to the threat of deadly mutants, human foes, and the terrifying environment itself. Immerse yourself in the Moscow Metro - and witness one of the most atmospheric worlds in gaming brought to life with next-gen visuals at 60FPS.",83,Action|Miscellaneous|Shooter|Compilation|First-Person|Sci-Fi|,Metro Redux
"Aug  5, 2014",Facepalm Games,Curve Studios,7.6,E10+,"The Swapper features a unique art style that uses real-world clay-models and found objects to create an explorable space station realised in unique detail; gameplay sees players swap between different bodies to achieve otherwise impossible tasks. The game has won awards from IndieCade, Develop and Freeplay, and been a finalist in many more.",83,Action|Platformer|2D|,The Swapper
"Nov 15, 2013",TT Games,Warner Bros. Interactive Entertainment,7.7,E10+,"LEGO Marvel Super Heroes features an original story where players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many other Marvel characters as they unite to stop Loki and a myriad of other Marvel villains from assembling a super-weapon capable of destroying the world.",83,Action Adventure|Fantasy|General|Fantasy|Open-World|,LEGO Marvel Super Heroes
"Aug 14, 2019",Hello Games,Hello Games,8.3,T,"I’m so blown with how far this game has come. When the game was first announced I was so hyped for it. It’s initial release was sad and it left a bad taste in my mouth for years. After many updates I decided to give it one more try and I am happy to say this is one of my favorite games. Hats off to hello games and their hard work in continually improving the game. Day one no mans sky and 2020 no mans sky are completely different games. Endless amounts of things to do. There is nothing more special than exploring and claiming the galaxy with your friends. I’ve put about 12 hours in so no doubt I’m an early player and I have a lot to see still, but I’m excited to see what’s ahead of me. I’m also very excited to experience the future updates hello games will put into it. Of course the game has its bugs here in there, but nothing that isn’t in the process of being fixed and nothing that makes dislike. In fact, a lot of it just made for funny or enjoyable experiences with my friends. The game is so immersive that not even a small bug could pull me out of it. I’m am 100% happy I decided to return to this game. I suggest it to anyone, especially those that are into this genre of game.",83,Action Adventure|Open-World|,No Man's Sky Beyond
"Jul 22, 2020",Amanita Design,Amanita Design,7.2,T,"Just a few minutes into Creaks, you will bump into some strange barking creatures in the mansion’s dark corridors. But are they as dangerous as they seem? Try to get them trapped under a beam of light and take a closer look. You may find out that what felt dangerous is a simple night table. Turning these creatures into ordinary objects is the key gameplay mechanic, along with pulling levers, stepping on pressure plates, and manipulating the environment to outsmart your enemies. [Radim Jurda]",83,Adventure|General|,Creaks
"Feb 18, 2022",Guerrilla,PlayStation Studios,7.0,T,"Join Aloy as she braves the Forbidden West – a majestic but dangerous frontier that conceals mysterious new threats. Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon.",83,Role-Playing|Action Adventure|Action RPG|Open-World|,Horizon Forbidden West
"Nov 16, 2021",Whippoorwill Limited,Whippoorwill Limited,7.3,E,"I loved this game, there isn't much more to say, buy it, platinum it. I dare you to not have a smile on your face while playing. I play a lot of hard games, this was a breath of fresh air. If you are looking for an excuse to buy it, now you have one.",83,Adventure|General|,A Short Hike
"Sep 10, 2021",Deck Nine Games,Square Enix,7.0,M,"<span class=""blurb blurb_collapsed"">A bold new era of the award-winning Life is Strange begins, with an all-new playable lead character and a thrilling mystery to solve!<br/><br/>Alex Chen has long suppressed her 'curse': the supernatural ability to experience, absorb and manipulate the strong emotions of others, which she sees as</span>",83,Action Adventure|General|,Life is Strange: True Colors
"Nov  3, 2014",Sledgehammer Games,Activision,5.8,M,"Call of Duty: Advanced Warfare predicts the powerful battlegrounds of the future, where both technology and tactics have taken steps to usher in a new era of combat for the franchise. Kevin Spacey is Jonathan Irons -- one of the most notorious men in the world -- shaping this chilling vision",83,Action|Shooter|First-Person|Modern|Arcade|,Call of Duty: Advanced Warfare
"Apr 26, 2017",Gazillion,Gazillion,7.0,T,"The Cosmic Cube is a device of untold power capable of changing the very fabric of reality at the whim of its possessor. The brilliant but malevolent Dr. Doom has the Cube, and with it he aims to reshape the world in his own image. Determined to succeed where the Cube's previous wielders have failed, Doom has lined up villainous allies to prevent the super-heroes from interfering. Can you unravel Doctor Doom's sinister plan and stop him before it's too late?",83,Role-Playing|Massively Multiplayer|,Marvel Heroes Omega
"May  6, 2014",SCEA San Diego Studios,SCEA,7.6,E,The game is amazing all around its a must buy. with the ps4 the graphics are amazing. I think its the best sports game series out there. Its way better then 2k.,83,Sports|Traditional|Team|Baseball|Sim|Sim|,MLB 14: The Show
"May 12, 2015",Slightly Mad Studios,Bandai Namco Games,6.5,E,"Create a driver, pick from a variety of motorsports, and shift into high gear to chase a number of Historic Goals and ultimate recognition in the Hall Of Fame. Then test your skills online either in competitive fully-loaded race weekends, leaderboard-based time challenges, or continually-updated community events.",83,Driving|Racing|Simulation|General|Automobile|,Project CARS
"Sep 25, 2018",EA Sports,Electronic Arts,2.1,E,"EA Sports FIFA 19 delivers a champion-caliber experience on and off the pitch. Introducing the prestigious UEFA Champions League, offering authentic in-match atmospheres, featuring gameplay updates including elevated on-pitch personality and a striking overhaul, and providing new and",83,Sports|Team|Soccer|Sim|,FIFA 19
"Apr 14, 2015",Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,7.7,M,"Mortal Kombat X combines cinematic presentation with all new gameplay to deliver the most brutal Kombat experience ever, offering a new fully-connected experience that launches players into a persistent online contest where every fight matters in a global battle for supremacy.  For the first time, Mortal Kombat X gives players the ability to choose from multiple variations of each character impacting both strategy and fighting style. Players step into an original story showcasing some of the game’s most prolific characters including Scorpion and Sub-Zero, while introducing new challengers that represent the forces of good and evil and tie the tale together.",83,Action|Fighting|2D|3D|,Mortal Kombat X
"Oct  7, 2014",Visual Concepts,2K Sports,6.9,E,Their is a huge difference in this 2k and the others. It is a completely new experience. With all the features will keep your face glued to the TV screen,83,Sports|Traditional|Team|Basketball|Sim|,NBA 2K15
"Mar 14, 2017",Spike Chunsoft,NIS America,8.4,M,"Hope’s Peak Academy — home to the nation’s best and brightest high school students… and your new prison. You and your classmates have been trapped here, forced into a winner-takes-all killing game. You’ll have to solve the mystery of the school to survive, but be careful what you wish for — sometimes, there’s nothing more deadly than the truth… [Playstation.com]",83,Miscellaneous|Compilation|,Danganronpa 1-2 Reload
"Aug 25, 2015",EA Sports,EA Sports,5.7,E,"Whether playing alone or online, your mission to build an NFL dynasty begins with Connected Franchise. Interact and build your team with more control with Game Prep. Want to develop your backup QB? Between matchups, spend extra time on him each week to earn training points without having to force him into the real games before he is ready. Build your teams' confidence through performance and front office transactions. Balance keeping player's confidence up, to increase abilities and build player XP. ",83,Sports|Football|Sim|Team|,Madden NFL 16
"Nov  4, 2014",Telltale Games,Telltale Games,8.5,M,"Based on the award-winning Fables comic book series by Bill Willingham (published by DC Comics' Vertigo imprint), The Wolf Among Us is a dark, often brutally violent, and mature take on the characters and creatures of fairytale and legend. A five episode series from the creators of the 2012 Game of the Year: The Walking Dead, the player will experience what it's like to be Bigby Wolf (THE Big Bad Wolf), Sheriff of Fabletown.",83,Action Adventure|Adventure|General|Fantasy|Point-and-Click|,The Wolf Among Us
"Aug 18, 2020",Thunder Lotus Games,Thunder Lotus Games,7.8,T,"<span class=""blurb blurb_collapsed"">A cozy management game about dying. <br/>What will you leave behind?<br/>Play as Stella, ferrymaster to the deceased, a Spiritfarer. Build a boat to explore the world, then befriend and care for spirits before finally releasing them into the afterlife. 
A unique, endlessly varied adventure!</span>",83,Action Adventure|Sandbox|,Spiritfarer
"Nov  7, 2017",Guerrilla,Sony Interactive Entertainment,8.0,T,"Beyond the northern mountains, the borderlands of the Banuk tribe challenge all who dare enter to survive the extremes. But now this frozen wilderness harbors a new threat, and for Aloy, a new mystery - one she’s determined to solve.  The Frozen Wilds contains additional content for Horizon",83,Role-Playing|Action Adventure|Action RPG|Open-World|,Horizon Zero Dawn: The Frozen Wilds
"Oct 28, 2014",Armature Studio,SCEA,7.4,E10+,"Enter the surreal world of The Unfinished Swan and explore a mysterious, hidden kingdom. Your journey will be led by a runaway swan who guides you through strange levels filled with bizarre creatures. Discover the land through innovative new game mechanics such as splatting paint on a white surface to uncover your surroundings. Each level will bring new twists, challenges, and puzzles until you eventually come face-to-face with the eccentric King that built this realm.",83,Action|Adventure|General|3D|First-Person|,The Unfinished Swan
"Jul 21, 2017",SUPERHOT,SUPERHOT,7.3,T,This game is incredibly innovative and unique. I'm shocked by the user score. My only complaint is that I would have liked it to be an hour or so longer but it's pretty much perfect at what it does.,83,Action|Shooter|First-Person|Tactical|Arcade|,SUPERHOT
"Oct  3, 2017",Red Candle Games,Coconut Island Games,7.5,M,"An amazing experience.  Comparable to Silent Hill 2 in tone and quality, if not in scope.  A simple concept, executed with flair but never outstays its welcome.",83,Adventure|General|,Detention
"Dec  3, 2019",sebagamesdev,sebagamesdev,7.2,T,"Fight'N Rage is a brand new old-school side-scroller beat'em up. Inspired by the classics from the ""golden age"", and with an art style that mimics the aesthetic from the 90's arcade gems, this game pays homage to all classic gameplay features that makes this genre one of the best from its",83,Action|Beat-'Em-Up|2D|,Fight'N Rage
"May 29, 2018",Capcom,Capcom,7.4,T,Celebrate the 30th Anniversary of the iconic Street Fighter franchise with the ultimate tribute to its arcade legacy in the Street Fighter 30th Anniversary Collection. This content-rich all-in-one package highlights the series' past in an anthology of 12 classic titles with arcade-perfect,83,Miscellaneous|Compilation|,Street Fighter: 30th Anniversary Collection
"Jun  7, 2016",Image & Form,Image & Form,7.2,E10+,"Join Captain Piper Faraday, smuggler and occasional pirate, as she recruits a rag-tag team of steam-driven robots and sets out on a daring adventure. With your hearty crew you’ll board, loot and shoot your way through enemy spaceships. Overcome the challenges of the vast frontier by upgrading your robots with unique abilities, weapons – and even stylish hats!",83,Strategy|Turn-Based|General|,SteamWorld Heist
"Apr 16, 2019",Wargaming.net,Wargaming.net,7.0,T,"Hello!!! The toy is very bombing, the graphics are cool!  Everything is done professionally!  Played and got high! Recommend!!!",83,Simulation|Marine|Combat|,World of Warships: Legends
"Jun 23, 2015",Telltale Games,Telltale Games,7.4,M,"After a dizzying escape from a near-almost-certain-death scenario (involving statuesque buttocks), Rhys and Fiona are in search of another piece of the puzzle that will lead them to the vast riches of Vault key ownership. Lost in the mysterious jungle of an Atlas terraforming facility, Fiona finds help from an unexpected mentor, Rhys continues to share brain-space with the disembodied mind of a dead dictator, and love is in the air. Pursued by the ruthless criminal 'Queenpin' Vallory, and with very little help from Vaughn's accountancy skills (or stellar abs), getting anywhere near the Vault is entirely on you.",83,Adventure|General|,Tales From The Borderlands: Episode 3 - Catch A Ride
"Feb 14, 2022",Berzerk Studio,The Arcade Crew,7.5,M,"Infernax è esattamente quello che ti aspetti guardandolo per la prima volta. Gioco retrò, stimolante e con una grafica e un gameplay semplistici a 8 bit. Ogni scelta apre strade diverse che portano a finali diversi. La grafica retrò è molto completata anche dal lavoro audio retrò, completo di una solida colonna sonora dell’era NES, effetti sonori e scene tagliate simili a presentazioni.",83,Action|Action Adventure|Platformer|Open-World|Metroidvania|,Infernax
"Jan 23, 2018",Joakim Sandberg,Bifrost Entertainment,7.1,T,"I enjoyed the overall gameplay and the fantastic storyline, since most metroidvania types don't really have an deep story. I see all these comments about some features ""not being as good"". But do remember, only ONE person worked on this.",83,Action|Action Adventure|Platformer|Open-World|None|,Iconoclasts
"Oct  2, 2018",Ubisoft,Ubisoft,6.5,M,Write your own epic odyssey and become a legendary Spartan hero. Forge your destiny in a world on the brink of tearing itself apart. Influence how history unfolds in an ever-changing world shaped by your choices. Features: * LEGENDARY SPARTAN HERO - Embark on your journey from outcast to,83,Action Adventure|Open-World|,Assassin's Creed Odyssey
"Aug 26, 2014",Zen Studios,Zen Studios,6.0,E10+,"The Walking Dead Pinball table playfield is a tour of the most iconic locations from the game, including the St. John’s Dairy Farm, Travelier Motel, Bell Tower, Train & Level Crossing, RV and more. Original lines and award winning voice actors from the game, including Dave Fennoy and Melissa Hutchison.",83,Action|Miscellaneous|Parlor|Pinball|,ZEN Pinball 2: The Walking Dead
"Mar  5, 2019",Those Awesome Guys,Those Awesome Guys,6.2,E10+,None,83,Action|Miscellaneous|General|Party / Minigame|,Move or Die
"May  2, 2019",Sukeban Games,Ysbryd Games,7.0,M,"Great fun, good narrative. The world-building is fantastic and after it finished I wanted to see more of the world. If you're a fan of the Cyberpunk genre, you will have a blast.",83,Simulation|General|,VA-11 Hall-A: Cyberpunk Bartender Action
"Oct 29, 2019",Nippon Ichi Software,NIS America,5.9,T,"The ultimate version of Disgaea 4. It has of cause the main game and all content from “Disgaea 4 A promise revisited” including all additional characters, scenarios, gameplay improvements with some from other Disgaea games and some tweaks to the game.  For this game they add a few things that you might miss but are nice to have like for example skill speed ups or an auto save after battles. For me this is the complete or ultimate version of my favorite Disgaea game. The enjoyable crazy story, dark humor, quirky characters and excellent gameplay won me over. To give you an overview over the Disgaea franchise: The Disgaea series are strategy RPGs with unique characters, dark humor and endless possibilities to improve your characters. While other RPGs cap at level 99 here you can reach level 9999 (no typo) and even reincarnate to increase you stats further. You can improve your skills and items also. There is an item world where you can improve all items to ridiculous levels. You can also throw teammates (do this carefully with Prinnies) and later games use fusions and other interesting mechanics. Then there is the humor and characters. It is well interwoven and there are so much good jokes, side-blows and sarcasm. The story is always a good mixture of awesomeness, seriousness, humor and enjoyable character quirks. All games shine in this regard and so far there is no weak entry. The story evolves around a new cast of characters. The main character Valvatorez is a vampire who has not drunk blood in ages because of a promise which weakened him (He was ultimate secret boss level strong back then and a legend). He is a man of his word, non-corruptible and knows well about Sardines. The werewolf Fenrich has chosen him as his master and is his right hand man, absolute loyal but with own ideas. For the rest I avoid spoilers a bit. There is a girl who thinks everything is a dream, a final boss in training, a grim-reaper and a greedy person. Those have great chemistry and work well. Each game has a fantastic cast but those won me over the most. The story starts simple but escalates into a wild and enjoyable ride. So much dark humor, crazy ideas and twist. I fully admit you must like this kind of craziness but if you do not why even play a Disgaea game? In the story and character regard this game fully delivers. The gameplay is great too. It is a turn based strategy RPG. You know the drill here. Move your characters on the map. Attack use your abilities and defeat your enemies. However the Disgaea games have more than most other games. You have colored Geo panels with pyramids given effects. Destroying them can cause chain reactions that damage all characters on them. You can throw characters, build towers with characters, fuse monsters or equip monster characters as weapons, improve items in the item world or characters, gain items with a bonus gouge and much more. The game has a lot of depth and you can easily get 100 hours of playtime out of it in a single playthrough. If you play all content and want to see all I can easily see this past 300 hours. Here a bit of advice: For power leveling: Level 99 enemies give far more experience then they should by comparison. If you get skills that can vanquish a group of those you are fast in the several hundred levels. Stage 5.2 with increased difficulty to 8 is the best level up area for a while. You can link characters together in a way that 10% experience are gained which power level weaker characters in a few minutes. Evilities and skills are very useful and you should look out for them. Fused and monster character weapons are powerful if chosen correctly. Finally there are a lot of useful tricks to find and explore. Presentation wise the game looks and sound amazing. No misstep here and I am a huge fan of the style of the franchise. Overall this is my favorite version of my favorite game. A must play for Disgaea and RPG fans if you can endure the enjoyable craziness.",83,Strategy|Turn-Based|Tactics|,Disgaea 4 Complete+
"Jul 13, 2021",Codemasters,Electronic Arts,6.8,None,"Every story has a beginning in F1 2021, the official videogame of the 2021 FIA Formula One world Championship. Enjoy the stunning new features of F1 2021, including the thrilling story experience 'braking point', two-player career, and get even closer to the grid with 'real-season start'. Take your team to the top in the acclaimed ten-year 'My team' Career mode, or race head-to-head in split-screen and multiplayer. Immerse yourself in the greatest racing spectacle on the planet and race with the authentic lineup of twenty heroic drivers and ten iconic teams from the 2021 Season: 'braking point' - the thrilling new story experience, new ways to play: two-player career and 'real-season start', acclaimed 'My team', split-screen and multiplayer ",83,Racing|Simulation|Automobile|,F1 2021
"Aug 25, 2021",Coatsink Software,Coatsink Software,tbd,None,"Explore an infinite number of ever-changing new lands, expand your settlements from sprawling villages to vast cities and enjoy the relaxing atmosphere. In ISLANDERS: Console Edition, you begin with a blank canvas and a small set of minimalist buildings. Your goal is to populate and enrich each island with your creations, unlocking new buildings as you go by achieving a maximum score. Points are earned by carefully placing each building, being mindful of their surroundings like providing clear access to natural resources and making sure entry isn’t blocked. When you’re ready, you can travel to a new land, exploring Islanders’ stunning new environments along the way, while building bigger, more expansive structures. The more you build, the higher your score will be and the grander city you’ll be able to gaze upon before starting all over again for just one more round. ",83,Strategy|General|,ISLANDERS: Console Edition
"Mar 24, 2020",Wide Right Interactive,Wide Right Interactive,7.6,M,"<span class=""blurb blurb_collapsed"">Let me start by acknowledging how underrated this game is. It is the definition of Hidden Indie Gem.<br/> <br/>Its quite hard to judge everything</span>",82,Action|Shooter|Shoot-'Em-Up|Horizontal|,Freedom Finger
"May 10, 2018",roll7,505 Games,6.2,E10+,"Made a account to counter the needlessly bad reviews- This game is a absolutely compelling and unique multiplayer experience!!! It is refreshing to see something different multiplayer wise as innovation seems to be lacking, usually, in this category of gaming. Laser league nails the ""easy to pick up, hard to master"" of games like rocket league, with visuals reminiscent of Tron, and plenty of customization and unlockables. Disregard the 0 from ""ColbyTurkey"", the game runs perfectly. Give this game a shot, it is GREAT!",82,Sports|Team|Futuristic|,Laser League
"Feb 14, 2020",Capcom,Capcom,6.0,T,"Rule the ring with Street Fighter V: Champion Edition, the most robust version of the acclaimed fighting game! This new version includes all content (excluding Fighting Chance costumes, brand collaboration costumes and Capcom Pro Tour DLC) from both the original release and Street Fighter V:",82,Action|Fighting|2D|,Street Fighter V: Champion Edition
"Sep 19, 2019",Simogo,Annapurna Interactive,6.6,E10+,"Sayonara Wild Hearts is a dreamy arcade game about riding motorcycles, skateboarding, dance battling, shooting lasers, wielding swords, and breaking hearts at 200 mph. As the heart of a young woman breaks, the balance of the universe is disturbed. A diamond butterfly appears in her dreams and leads her through a highway in the sky, where she finds her other self: the masked biker called The Fool. Journey through a custom-written pop soundtrack, chase scores, and set out to find the harmony of the universe, hidden away in the hearts of Little Death and her star-crossed allies: Dancing Devils, Howling Moons, Stereo Lovers and Hermit 64.",82,Action|Rhythm|Music|,Sayonara Wild Hearts
"Nov 15, 2016",Ubisoft Montreal,Ubisoft,7.6,M,"Check out the birthplace of the tech revolution as Marcus Holloway, a brilliant young hacker who has fallen victim to ctOS 2.0's predictive algorithms and accused of a crime he did not commit. In Marcus' mission to shut down ctOS 2.0 for good, hacking is his ultimate weapon.  Players not only can hack into the San Francisco Bay Area's infrastructure, but also into every person and any connected device they possess to trigger unpredictable chains of events in this vast open world. ",82,Action Adventure|Open-World|,Watch Dogs 2
"Nov  7, 2017",Defiant Development,Defiant Development,8.0,T,"If there was one thing I heard people make fun of from elementary school to present day, it was people that played Dungeons and Dragons.  It",82,Miscellaneous|Board / Card Game|,Hand of Fate 2
"Sep 15, 2020",Mossmouth,Mossmouth,7.8,T,"Cenários e gameplay repleto de segredos, física aprimorada, novos caminho, música bem trabalhada, level design procedural de encher os olhos. Uma run nunca será igual a outra, te obrigando a melhorar como jogador. Pra quem busca um desafio, aqui está!",87,Action|Platformer|2D|,Spelunky 2
"Nov 10, 2015",Bethesda Game Studios,Bethesda Softworks,6.8,M,"Even decades after Bethesda started making games, there are still only a handful of RPGs that have ever offered anywhere CLOSE to the amount",87,General|Role-Playing|Western-Style|,Fallout 4
"Oct  9, 2015",Bluepoint Games,SCEA,8.6,T,"From the storytellers at Naughty Dog, comes the epic that altered adventure storytelling, rebuilt by Bluepoint Games with the power of the PS4 system. Follow the harrowing journey of Nathan Drake across the globe, from humble beginnings to incredible discoveries. Meet a unique cast of",86,Miscellaneous|Action Adventure|General|Compilation|,Uncharted: The Nathan Drake Collection
"Oct 20, 2015",Telltale Games,Take-Two Interactive,8.2,M,"Like all good tales, there’s more than one side to a story. Especially one about a Vault key, the Hyperion Corporation, bandits, loot, gangsters, Vault Hunters, secret Atlas tech, explosions, getaways, extortion, betrayal, and mayhem. Set after the events seen in Borderlands 2, Tales from the Borderlands is about Rhys, a Hyperion company man looking to become the next Handsome Jack, and it’s also about Fiona, a Pandoran con artist out to score the biggest of all swindles. Lured into danger by a Vault key and all it promises, the unlikely duo are thrown together with a common goal and a huge amount of mistrust. Who is telling the truth, and why is it important That’s up to you to decide. You are Rhys…and you are also Fiona, because like every tale worth telling, there are two…oh, you read that part already? Well, it’s important to remember that there *are* two sides to every story, and you my friend, you will tell this tale, or…tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and world around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [TellTale Games]",86,Adventure|General|,Tales from the Borderlands: A Telltale Game Series
"Aug 25, 2017",Codemasters,Codemasters,7.5,E,"Win the 2017 World Championship, break every record in the fastest ever F1 cars, and race some of the most iconic F1 cars of the last 30 years. The game sports an even deeper ten year Career, more varied gameplay in the new ‘Championships’ mode, and a host of other new features, both online and offline.",86,Racing|Simulation|Automobile|,F1 2017
