summary,release_date,publisher,metascore,title,genres,userscore,developer,rating
"Unity of Command lets you replay the epic conflict that was the Stalingrad Campaign of World War II. In this turn-based game of strategy and cunning, observe how opportunity leads the German army to advance recklessly into the steppes of southern Russia. And as the story unfolds, join the Soviet campaign to repel the invaders... As these legendary battles play out on the hex board, the tension of decision making and difficulties of conducting operations on a massive scale emerge. Command armies and fronts in maneuver warfare, thrust and encircle, capture cities and cross continents; but never, ever forget to watch your supply lines.","Nov 15, 2011",2x2 Games,84,Unity of Command,Strategy|Turn-Based|Historic|General|,7.2,2x2 Games,None
"The newest version of the award-winning baseball simulation that offers a sports gaming experience unlike any other.  Multiple play options, a career mode, an exhaustive financial model, an open-ended design allowing you to completely customize your gaming experience, and much more. Try to build a dynasty with your favorite team through trading, acquiring free agents and making good selections in the amateur draft. Play consecutive seasons and follow the careers of your players as they develop, age and retire. Or, use Out of the Park Baseball?s connectivity with The Baseball Archive to create your own ""season disks,"" and replay any single season in baseball history. You can even combine history and fantasy by creating a new career league that starts with a historical season from baseball's past, and moves forward through a future that you shape! [.400 Software Studios]","Feb 28, 2003",Out Of The Park Developments,84,Out of the Park Baseball 5,Sports|Traditional|Baseball|Management|,tbd,Out Of The Park Developments,E
Really good expansion which easily buyable if you farm gold. I think Blizzard is doing really well just go forward (y) o/ and this game got a lot of players more than Battlefield 4 and other top games I think its gonna be the best top 3 game.,"Aug 24, 2015",Blizzard Entertainment,84,Hearthstone: Heroes of Warcraft - The Grand Tournament,Strategy|Turn-Based|Card Battle|,4.0,Blizzard Entertainment,None
Eliza is my new go-to game if anyone asks if i can recommend a calm visual novel. The game is not short but not too long and you might be able,"Aug 12, 2019",Zachtronics Industries,84,Eliza,Adventure|Visual Novel|,6.4,Zachtronics Industries,None
"jogo excelente, otimos graficos, ambientação extremamente tensa, é uma lição de remasterização e um otimo jogo, com otimo clima de terror,","Aug 26, 2014",Deep Silver,84,Metro Redux,Action|Miscellaneous|Shooter|Compilation|First-Person|Sci-Fi|,7.9,4A Games,M
"i started playing this game about 2 years ago. I had abandoned it but from 2021 I started playing it really a lot. I find this game fantastic: full of secrets, lots of content, subtle but very entertaining irony, all this guns.","Apr  5, 2016",Devolver Digital,84,Enter the Gungeon,Action|General|Shooter|Shoot-'Em-Up|Top-Down|,8.0,Dodge Roll,T
"What’s worse than finding out that your future evil selves have set about a series of events that wipes out all human life on the planet? Going back in time to fix things with half a mind on preventing coathangers from ever being invented, and accidentally setting up an alternate-universe Hitler with an unstoppable army of dinosaur clones instead, that’s what! Whoopsie! [Zombie Cow Studios]","Jul  2, 2009",Zombie Cow Studios,84,"Time Gentlemen, Please!",Adventure|General|General|Point-and-Click|,7.4,Zombie Cow Studios,None
"Across the arid deserts of Nehekhara, vast legions of skeletal warriors rise from beneath the baking sands to slaughter those who trespass into their domain. It is a lifeless realm of endless dunes, stained red from the blood of savages and barbarians. This is the Land of the Dead, where mummified kings are cursed to rule in perpetual unlife. But it was not always thus.","Jan 23, 2018",Sega,84,Total War: WARHAMMER II - Rise of the Tomb Kings,Strategy|Real-Time|Tactics|,7.1,Creative Assembly,None
"<span class=""blurb blurb_collapsed""></span>","Sep 25, 2018",Survios,84,Creed: Rise to Glory,Sports|Individual|Combat|Boxing / Martial Arts|,6.3,Survios,T
"Force the action on defense in Madden NFL 2005. New defensive tools allow you to make more plays and be in on all of the action. The all-new Hit Stick lets you lay the big hit to turn the momentum of the game in your favor. Modify pre-snap assignments, including double teams and player-specific match ups, for any defensive player on the field. With the new Storyline Central, you get the inside scoop around the league from radio host Tony Bruno, along with local and national newspapers, to help you make critical franchise decisions. New Hit Stick ? Change the momentum of a game by using the right analog stick to make a huge hit, force a turnover, and send the crowd into a frenzy. Time it just right or you'll get burned for a big play. Enhanced Franchise Mode ? Players now react to everything that happens in the franchise?reward a hard-working player by naming him team captain or trade away unhappy players. The new game-by-game progression system rewards players for their performance during the season. Your team's crowd is now customizable with new Create-a-Fan. Be on the lookout for team-specific super fans via all-new 3D fan scenes. New EA SPORTS Online ? Take on the best Madden players in quick tournaments, or compete in a mini-game of Rushing Attack. Improved EA SPORTS Fair Play keeps the playing field level. [Electronic Arts]","Sep 14, 2004",EA Sports,85,Madden NFL 2005,Sports|Traditional|Team|Football|Sim|Sim|,6.4,BudCat,E
"its a great game. It has  more character classes,new weapons,dual wielding and it adds a new race! This is a game you'll definitely play if you like old school dungeon crawlers.","Oct 15, 2014",Almost Human,85,Legend of Grimrock II,Role-Playing|First-Person|Western-Style|,8.0,Almost Human,None
"Judgment day is at hand, and it's time for a showdown with the guy downstairs to bargain for Bosco's soul. But in the corporate wasteland known as Hell, not even the Freelance Police are safe from eternal damnation. Can Sam & Max fight free from Satan's grasp, or have they reached the end of the line? [Telltale Games]","Apr 10, 2008",Telltale Games,85,"Sam & Max Episode 205: What's New, Beelzebub?",Adventure|General|3D|Point-and-Click|Third-Person|,7.3,Telltale Games,T
"Select and lead a group of characters into harrowing battles against a myriad of enemies – from earth-shattering High Dragons to demonic forces from the otherworld of the Fade. Go toe-to-toe in visceral, heroic combat as your acolytes engage at your side, or switch to tactical view to coordinate lethal offensives using the combined might of your party. Observe the tangible, visible results of your journey through a living world – build structures, customize outposts, and change the landscape itself as environments are re-honed in the wake of your Inquisition. Helm a party chosen from nine unique, fully-realized characters – each of whom react to your actions and choices differently, crafting complex relationships both with you and with each other. Create your own character from multiple races, customize their appearance, and amalgamate their powers and abilities as the game progresses. Enhanced customization options allow you to pick everything from the color of your follower’s boots to the features of your Inquisition stronghold. Become a change agent in a time of uncertainty and upheaval.  Shape the course of your empires, bring war or peace to factions in conflict, and drive the ultimate fate of the Inquisition. Will you bring an end to the cataclysmic anarchy gripping the Dragon Age? [Electronic Arts]","Nov 18, 2014",Electronic Arts,85,Dragon Age: Inquisition,PC-style RPG|Role-Playing|General|Action RPG|Western-Style|,6.0,BioWare,M
"Like all good tales, there’s more than one side to a story. Especially one about a Vault key, the Hyperion Corporation, bandits, loot, gangsters, Vault Hunters, secret Atlas tech, explosions, getaways, extortion, betrayal, and mayhem. Set after the events seen in Borderlands 2, Tales from the Borderlands is about Rhys, a Hyperion company man looking to become the next Handsome Jack, and it’s also about Fiona, a Pandoran con artist out to score the biggest of all swindles. Lured into danger by a Vault key and all it promises, the unlikely duo are thrown together with a common goal and a huge amount of mistrust. Who is telling the truth, and why is it important That’s up to you to decide. You are Rhys…and you are also Fiona, because like every tale worth telling, there are two…oh, you read that part already? Well, it’s important to remember that there *are* two sides to every story, and you my friend, you will tell this tale, or…tales, through the choices that you make. Your every decision as both Rhys and Fiona will affect the people and world around you: this is a game where YOU are the final author in a brand new Borderlands story set on the unforgiving world of Pandora. [TellTale Games]","Oct 20, 2015",Take-Two Interactive,85,Tales from the Borderlands: A Telltale Game Series,Adventure|General|,8.6,Telltale Games,M
"This sinister expansion revolves around the dark influence of the Old Gods, ancient and unspeakably evil creatures that have long lay hidden, imprisoned in the dark places of the world millennia ago. Despite their imprisonment, these shadowy beings' influence can be felt in every corner of Azeroth, twisting and corrupting any who hear their maddening whispers. With an army of followers performing forbidden empowerment rituals, the tentacles of these massive horrors are growing rapidly toward the light, eager to bring their own kind of excitement to the sunlit kingdoms and merry taverns of Azeroth.","Apr 26, 2016",Blizzard Entertainment,85,Hearthstone: Heroes of Warcraft - Whispers of the Old Gods,Strategy|Turn-Based|Card Battle|,4.9,Blizzard Entertainment,None
"Among Us is simple, yet addicting. With strangers, it is a 9. However, with friends, it Is a 10! Among Us' simple and easy to understand concept makes it good for people new to gaming. Coupled with it being free on mobile makes it great for friends. I am a bit more towards the pro end on the spectrum but, I still absolutely love it! If you don't want to buy it on steam, just get it on mobile. You will not regret it","Nov 16, 2018",Innersloth,85,Among Us,Action Adventure|General|Survival|,6.8,Innersloth,E10+
This is what you call dumb fun.  Game runs great and is the only VR game to-date that is immersive enough in VR i forget where im standing in my room and might hit something.  Must own.,"Jul 18, 2019",Devolver Digital,85,GORN,Action|General|Fighting|3D|,7.2,Free Lives,None
"The stakes are high when the world's most elite counter-terrorism unit enters Las Vegas, where over 36.7 million men, women and children visit each year. ""Sin City,"" the home of the famous Las Vegas Strip, flashy hotels, high-rolling casinos and world-famous celebrities, becomes the setting for a terrorist threat of global proportions. What happens when one of the world's most famous cities is held hostage by terrorists? [Ubisoft]","Dec 12, 2006",Ubisoft,85,Tom Clancy's Rainbow Six: Vegas,Action|Shooter|Shooter|First-Person|Tactical|Modern|Modern|,7.6,Ubisoft Montreal,M
"City of Heroes is a super-powered hero based massively multiplayer online role-playing game. The game is set in Paragon City, a modern day metropolis full of super powered villains, alien invaders, and underground monsters. Players take on the roles of Paragon City's super-powered defenders. Create your own hero by choosing your powers and designing your own costume. [NCsoft]","Apr 27, 2004",NCSOFT,85,City of Heroes,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Modern|Modern|,8.4,Paragon Studios,T
None,"Mar  2, 2016","H2 Interactive Co., Ltd.",85,BlazBlue: Chrono Phantasma Extend,Action|Fighting|2D|,7.8,Arc System Works,T
why don't they make another game. This was an epic tactical shooter with such realistic playing experience MISS this game... WE NEED SWAT 5 PLEASE! this is unfair.,"Apr  5, 2005",Sierra Entertainment,85,SWAT 4,Action|Shooter|Shooter|First-Person|Modern|Tactical|Arcade|,8.6,Irrational Games,M
"Prepare to enter an enormous virtual environment-an entire world with its own diverse species, economic systems, alliances, and politics. Choose from a variety of races and classes, customize your character, and begin your quest in any number of cities of villages throughout multiple continents. Equip yourself for adventure, seek allies and knowledge, and experience a rich world of dungeons, towers, crypts, evil abbeys-anything is possible-even planes and realities beyond your imagination. Meet new friends from around the world to face epic challenges. Make yourself a noble human knight, a vicious dark elf thief, a greedy dwarven merchant, or whatever suits your desire. [Sony Online Entertainment]","Mar 16, 1999",Sony Online Entertainment,85,EverQuest,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Fantasy|Fantasy|,8.0,Sony Online Entertainment,T
"Warhammer 40,000: Dawn of War II is set in the grim, war-ravaged world of Games Workshop’s Warhammer 40,000 universe – a dark, futuristic, science-fiction setting where armies of technologically advanced warriors, fighting machines and hordes of implacable aliens wage constant war. Dawn of War II ushers in a new chapter in the RTS series, as ancient races – including the dauntless Space Marines and savage Orks - clash across ruined worlds on a mission to claim the galaxy and preserve their own existence. Powered by the re-vamped Essence Engine 2.0, the next evolution of Relic’s proprietary game engine made famous in the award winning Company of Heroes, Warhammer 40,000: Dawn of War II delivers fast-paced RTS action with ferocious melee and ranged combat in fully destructible environments. The game immerses players in an in-depth non-linear single-player campaign and a fully-co-operative multiplayer mode. [THQ]","Feb 18, 2009",THQ,85,"Warhammer 40,000: Dawn of War II",Strategy|Real-Time|Sci-Fi|Sci-Fi|General|,8.1,Relic,M
"Welcome to Glimmerbrook. It's a quiet town. Family homes. Places to hang out. A dense wooded area with a mysterious pathway. Wait, what is back there, Simmer? Where could this not-so-secret secret trail possibly lead? Well, if your Sim has any bit of adventure in their personality, they'll","Sep 10, 2019",Electronic Arts,85,The Sims 4: Realm of Magic,Simulation|Virtual|Virtual Life|,3.7,Maxis,T
"Loved pretty much everything about this game, fair duration and difficulty, characters are pretty cool, art is awesome, music is also good. The type of humor really clicks with me but i understand it's not everyone's cup of tea. Some sequences were just too good to not give this game a 10.","Apr  5, 2017",Jacob Janerka,85,Paradigm,Adventure|Point-and-Click|,7.7,Jacob Janerka,None
"Best MOBA experience I've ever had, with unique mechanics and characters. After playing this other MOBA games like league of legends or Dota 2 seem boring to me. Fast, action packed battles that keep tension from start till the end. Well done Stunlock Studios!","Nov  8, 2017",Stunlock Studios,85,Battlerite,Strategy|Real-Time|MOBA|,7.3,Stunlock Studios,None
"It is 2047 and the stakes could not be higher. Tiberium—a self-replicating alien substance that has infected the Earth—is spreading like a radioactive ice age. The GDI, a high-tech alliance of the world’s most advanced nations, is fighting to contain Tiberium, but Kane, the megalomaniacal leader of The Brotherhood of NOD has other plans for Earth. Kane’s secret society turned superpower is bent on using Tiberium to take control and transform humanity into his twisted vision of the future. All-out war rages over Tiberium and the fate of the planet rests in the balance. Experience a revolution in RTS gaming with a single player campaign that rewards you for your gameplay style. Add layers of strategy to your gaming experience by building mobile bases, wielding the power of terrifying Ion Storms on the battlefield, or customizing your armies by combining units. Battle it out online with native voice-over IP, integrated clan support, and new spectator modes that let you play RTS games like a sport. [Electronic Arts]","Mar 26, 2007",EA Games,85,Command & Conquer 3: Tiberium Wars,Strategy|Real-Time|Sci-Fi|Sci-Fi|General|,8.1,EA LA,T
"I'm a huge fan of the BIT.TRIP series, BIT.TRIP RUNNER in particular. When I saw this for pre-order, I new straight away I had to get it. So I did. I've played through the entire game and still aiming to 100% the game. Unbelievable fun and re-playability with solid mechanics and 2.5D graphics with this game, an easy 10/10.","Feb 26, 2013",Gaijin Games,85,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Action|Miscellaneous|Rhythm|Music|Music|,8.1,Gaijin Games,T
"Step into the neon-soaked underground of 1980s Miami as bizarre messages on your answering machine seem to be urging you to commit terrible acts of violence - but will you obey? Hotline Miami overflows with raw brutality and skull crushing close combat as you find yourself outgunned and using your wits to choreograph your way through impossible situations. An unmistakable visual style, a driving soundtrack, and a surreal plot that will have you question your own thirst for blood. Bash and blast through over 20 multiscreen levels with 35 unique weapons and collect 25 game-altering masks in one of the darkest and most unusual independent games on the scene.","Oct 23, 2012",Devolver Digital,85,Hotline Miami,Action|Action Adventure|General|General|Linear|,8.5,Dennaton,M
"For PC players, we’re taking advantage of our new Fully Ray Traced Lighting Pipeline and the latest GPU-capable hardware from NVIDIA and AMD to offer the ultimate Ray Traced experience – the Metro Exodus PC Enhanced Edition. This upgrade is so extensive, it will require a Ray Tracing capable GPU as the minimum spec, and we will need to deliver this version as a separate product – it is not a simple ‘patch’ to the base game – instead it will be offered as an extra entitlement to all existing Metro Exodus PC players.","May  6, 2021",Deep Silver,85,Metro Exodus: Complete Edition,Action|Shooter|First-Person|Arcade|,8.5,4A Games,None
"NBA Today - All the real world matchups, news and stats are automatically streamed right into your game. No longer will your commentary and overlays be stale and out of date. NBA Today keeps everything fresh and up to date based upon what is really happening in the NBA. My Player Mode - Create the ultimate NBA player and guide his every career move. Start as an undrafted rookie in the Summer Circuit; work hard enough and you may get an invite to participate in an NBA team’s training camp, or you may end up in the D-League. The road to being an NBA star is a long and hard battle. Living Rosters - The 2K Insider and his team of NBA analysts continue to keep NBA 2K10 fresh with up-to-date team and player information, including roster and lineup moves, trades, injuries and player ratings.  Now track all of the changes through the season with interactive menus and analysis. Seamless Online Experience - Forget the past, with NBA2K10 online play is fully incorporated into every mode of the game. Now you can play the AI, challenge the friend sitting next to you or play your buddy across town anytime, from anywhere in the game. Signature Play - Signature Play pulls together all of NBA 2K’s player Signature Styles and adds in all-new Signature Tendencies and facial expressions, creating NBA 2K10 teams that play and react like their real life counterparts for an unbelievably realistic NBA experience. [2K Sports]","Oct 12, 2009",2K Sports,85,NBA 2K10,Sports|Traditional|Team|Basketball|Sim|Sim|,7.5,Visual Concepts,E
"AVP 2 takes you to Planet LV1201, where three diverse and bloodthirsty species battle for survival. The story-driven plot weaves together the fates of all three races.  Choose to play as Alien, Predator, or Marine as you use your physical prowess, killer instincts, or superior firepower to stay alive. [Sierra]","Oct 31, 2001",Fox Interactive,85,Aliens Versus Predator 2,Action|Shooter|Shooter|First-Person|Sci-Fi|Sci-Fi|Arcade|,8.7,Monolith Productions,M
For a baseball game having the same hold as Football manager then this game is for you. So many options to tailor the game to your likes and a very helpful forum and producer for help and advice. So simple to get into but with long term playability. Many hours can be lost trying to win the next game or sign that star player you need for your franchise to get to the top.,"Apr  9, 2012",Out Of The Park Developments,85,Out of the Park Baseball 13,Sports|Traditional|Team|Baseball|Sim|Sim|,7.8,Out Of The Park Developments,None
"Set in modern times but with a touch of medieval influences, Final Fantasy XV focuses on Noctis Lucis Caelum, the prince of a dynasty which rules a city state that has the last remaining crystal. After the crystal is stolen by an invading nation, Niflheim, a global conflict ensues with all other nations wishing to gain it for themselves. Alongside the main protagonist, Noctis is joined by a military tactician Ignis Scienta, who can deftly handle a katana in battle, a melee fighter named Gladiolus Amicitia, gun-wielding Prompto Argentum, and head of the Royal Family Guards Cor Leonis. There's one other character that appears to get close with Noctis, even if her connection with him is still unknown. Her name is Stella Nox Fleuret, she seems to be strong and fight well with her rapier. Against this backdrop of a world at war, Noctis Lucis Caelum and his closest friends embark on an epic journey to try and get the crystal back.","Mar  6, 2018",Square Enix,85,Final Fantasy XV: Windows Edition,Role-Playing|Action RPG|,8.1,Square Enix,T
"An epic fantasy RPG that picks up where ""Wizardry 7"" left off. The Dark Savant had taken flight with a device called the Astral Dominae, an incredibly powerful artifact containing the secret of life itself. Following him are two powerful races, the T'Rang and the Umpani, as well as your own brave party of adventurers. Everyone is headed to Dominus, a world on the cusp of the Cosmic Circle, birthplace of the Astral Dominae and home of the Cosmic Lords. Many paths will converge on Dominus, and many long-hidden secrets will be revealed. [Sirtech]","Nov 14, 2001",Sir-Tech Software Inc.,85,Wizardry 8,Role-Playing|First-Person|First-Person|General|Western-Style|,8.3,Sir-Tech Software Inc.,T
"Players assume the role of a U.S. NATO private on a training mission in a fictional 1985 Cold War storyline, where a new Soviet regime seizes control of an island community, and underground resistance groups have mobilized in opposition. The new Soviet government, unable to fight the resistance, calls upon NATO to act as a peacekeeping force and help restore order to the region. NATO responds with Operation Flashpoint. [Codemasters]","Aug 30, 2001",Codemasters,85,Operation Flashpoint: Cold War Crisis,Action|Shooter|Shooter|First-Person|Tactical|Modern|Modern|,8.7,Bohemia Interactive,M
" Excellent game if you like playing god. The music is great, gameplay is solid and even in 2009, 8 years after buying this game, I haven't gotten bored of it. I could not recommend this game more to anyone, and here's hoping the soon to be released Tropico 3 is as good as this one!","Apr  5, 2001",Gathering,85,Tropico,Strategy|Miscellaneous|Real-Time|Management|Compilation|Modern|Modern|Government|,8.4,PopTop Software,T
One of the best older games I've ever played. The humor the 3 VERY different player types all interacting together in both single player and the never ending great multiplayer.  I am SUPER SUPER PISSED this game never got BIG like other games.  This game deserves to be reborn and get popular for a change because anyone who played it loved it!!! PERIOD!!!,"Dec  6, 2000",Interplay,85,Giants: Citizen Kabuto,Action|Shooter|Shooter|Third-Person|Sci-Fi|Sci-Fi|Arcade|,8.6,Planet Moon Studios,M
"The pack includes the base game (The Incredible Adventures of Van Helsing) and everything that's been introduced to the gameplay since the launch of the original. That means the three paid DLCs (Blue Blood, Thaumaturge, Arcane Mechanic), all updates since release (added scenario mode, improved UI, etc.) and new improvements that will be released now with the Complete Pack (PVP mode for 16 players, Endgame Content - Neverending Story and new Scenario levels, monster respawn, new netcode, PC controller support).","May 22, 2013",NeocoreGames,85,Van Helsing I: Complete Pack,Role-Playing|Action RPG|Action RPG|,8.2,NeocoreGames,None
This game is incredible sincerely I did not expect much from the more have to have an obvious resemblance to zelda I think its level of difficulty and some sections with its own identity make it a magnificent game,"Mar 16, 2022",Finji,85,Tunic,Role-Playing|Action RPG|,7.7,ISOMETRICORP Games,None
"NASCAR SimRacing has been redefined specifically for the unique tastes of the PC gaming community. Featuring the top three NASCAR Series - the NASCAR Craftsman Truck Series, NASCAR Busch Series, and NASCAR NEXTEL Cup Series - NASCAR SimRacing gives you the full experience of the track. Take on racing?s biggest challenge in the all-new Career Mode, where you battle your way through the different series against the NASCAR elite. Or, choose your favorite series and take on a full pack of 800 horse-powered monsters?the authentic sights and sounds of NASCAR racing will blow you away. See it, feel it, hear it... authentic NASCAR. [Electronic Arts]","Feb 15, 2005",EA Games,85,NASCAR SimRacing,Driving|Racing|Simulation|Stock Car|Stock Car|Automobile|,4.8,EA Tiburon,E
"Mines of Moria  expands the online world of Middle-earth to let players explore the ancient underground cities of the dwarves, battle epic characters in the depths, face off with the Watcher, be a part of the fateful release of Durin’s Bane and more. Speak Friend, and Enter – Moria, called Khazad-dûm by the dwarves, was their capital and the grandest of cities.  This enormous underground cavern in north-western Middle-earth, comprises an immense network of tunnels, chambers, mines and huge halls that run beneath and ultimately through the Misty Mountains. For the first time, players of The Lord of the Rings Online enter this ancient city which has served as the foundation for the modern-day dungeon-crawling adventures to battle the hordes of goblins and the Nameless of the Deep and journey through hundreds of new quests within six new kinds of stunning environments. The Mines of Moria represents the beginning of Volume II of The Lord of the Rings Online. Players can experience six new books as part of this update and participate in the release of Durin’s Bane, battle the Watcher, aid Galadriel and more. Players advance their characters up to level 60, gaining access to new traits, virtues, skills and class quests.  The crafting system will also expand, giving players the ability to craft even more powerful items. The Rune-keeper and the Warden, the first new classes to be introduced since the launch of the game, allow players to build exciting and powerful new characters in The Lord of the Rings Online in diverse new ways. The Mines of Moria introduces Turbine’s new item advancement system to The Lord of the Rings Online.  Players will be able to forge weapons and class-related equipment and evolve them to build a legacy the likes of Bilbo’s Sting and Gandalf’s Glamdring. These legendary weapons level-up along with the player, allowing customization by advancing the item’s virtues, adding runic legacies, modifying its titles and forming fables. [Turbine]","Nov 17, 2008",Turbine Inc.,85,The Lord of the Rings Online: Mines of Moria,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Fantasy|Fantasy|,8.0,Turbine Inc.,T
"This is the best DLC that has ever existed. It brings a hole new game mode, more than a hundred new items, new combos, cards, awesome challenges, etc... In one word: AMAZING. If you liked TBOI: Rebirth buy this DLC. It´s just 10,99$","Oct 30, 2015",Nicalis,85,The Binding of Isaac: Afterbirth,Action|Shooter|Shoot-'Em-Up|Top-Down|,8.2,Nicalis,M
"The last remaining memories fade away into darkness. Your mind is a mess and only a feeling of being hunted remains. You must escape. Awake... Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.","Sep  8, 2010",THQ,85,Amnesia: The Dark Descent,Action Adventure|Horror|Horror|Survival|,8.6,Frictional Games,M
"New features include: 2010 Major League rosters; New historical replay mode, replay all seasons from 1871 to 2009; Recoded first-year player draft, including: Signing bonuses, Slotting system, Bonus negotiations, Compensation picks for unsigned players, Two-way players, College/HS stats. [Out of the Park Developments]","Oct 22, 2009",Viva Media,85,Out of the Park Baseball 11,Sports|Traditional|Team|Baseball|Management|Sim|,6.4,Out Of The Park Developments,E10+
"Great game, exactly what was advertised.  Really fun combat and platforming.  I very much enjoyed the characterizations through in game dialogue and the story.","May 12, 2020",Coffee Stain Studios,85,Huntdown,Action|General|Platformer|2D|,7.7,Coffee Stain Studios,T
"At the heart of Chaos Reborn is an intuitive and fluid turn-based wizard combat system. You play the role of a fighting wizard armed with a selection of spells and magical staff. Some spells summon creatures but others are more exotic, such as the Gooey Blob which spreads uncontrollably across the terrain. The balance between Law and Chaos can be altered to your advantage, or you can cast illusions to deceive your adversaries. It’s a game of bluff, tactics and calculated risks with nail-biting decisions from one turn to the next.","Oct 26, 2015",Snapshot Games Inc.,85,Chaos Reborn,Fantasy|Strategy|Turn-Based|General|,8.2,Snapshot Games Inc.,None
None,"Aug  2, 2018",Spooky Squid Games,85,Russian Subway Dogs,Action|Arcade|,tbd,Spooky Squid Games,None
"Experience the original FIA GT Championship first-hand on your PC as you pit your skills against over 70 different opponents on all 10 legendary race courses such as SPA, Donington, and Monza. Developed by racing professionals, GTR is the most realistic racing experience ever. Original FIA GT Series cars and courses. 3 playing modes for newcomers, experienced players and simulation pros including intense multiplayer action. Real racing teams featuring over 70 race cars, including the Porsche 911, Viper GTS-R, BMW Z3 M and Ferrari 550 Maranello. Highly realistic opponent AI giving a total race experience! Dynamic weather changes during the race. Unrestricted game save and reload function. MOTEC Analysis Software: GTR uses the analysis software used by real racing teams. Based on real-life FIA GT team telemetry data. Live Track Technology: course conditions change as the race progresses. [Atari]","May  3, 2005",10tacle Studios,85,GTR: FIA GT Racing Game,Driving|Racing|Simulation|GT / Street|Automobile|,8.0,SimBin,E
"After a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control. This supernatural third-person action-adventure game will challenge you to master a combination of supernatural abilities, modifiable loadouts and reactive environments, while fighting through a deep and unpredictable world.","Aug 27, 2019",505 Games,85,Control,Action Adventure|General|,7.3,Remedy Entertainment,M
"Finally i feel like a proper manager. The game is the most addictive i have ever come across. Its a must for the football fans who think that they know something about tactical and strategical football. Best game ever, no more words only m/","Nov  4, 2010",Sega,85,Football Manager 2011,Sports|Traditional|Team|Soccer|Management|Management|,8.3,Sports Interactive,E
"Immerse yourself in a gorgeous hand-painted world on a search for your true identity. As the mysterious warrior, Dust, your action-packed journey will take you from peaceful glades to snowy mountaintops and beyond. At your disposal is the mythical Blade of Ahrah, capable of turning its wielder into an unstoppable force of nature, and the blade's diminutive guardian, Fidget. Battle dozens of enemies at once with an easy-to-learn, difficult-to-master combat system, take on a variety of quests from friendly villagers, discover ancient secrets and powerful upgrades hidden throughout the massive, open world, and uncover the story of an ancient civilization on the brink of extinction as you fight to uncover your own past.","May 24, 2013",Microsoft Game Studios,85,Dust: An Elysian Tail,Action|Role-Playing|Action RPG|Platformer|Action RPG|None|,8.5,Humble Hearts,E10+
"In America's Army: Special Forces, players attempt to earn Green Beret status by completing individual and collective training missions drawn from the Special Forces Assignment and Selection (SFAS) process. Players who complete the SFAS process have the opportunity to take on elite Special Forces roles and are qualified to play in multiplayer missions with units ranging from the elite 82d Airborne Division to the 75th Ranger Regiment. Includes the complete game America?s Army: Operations. [U.S. Army]","Nov  6, 2003",U.S. Army,85,America's Army: Special Forces,Action|Shooter|Shooter|First-Person|Tactical|Modern|Modern|,8.3,U.S. Army,T
"This game is Oustanding. My first thought was, What?! $60 for a game about poop jokes? But No, I haven't had this much fun in an RPG since the","Mar  4, 2014",Ubisoft,85,South Park: The Stick of Truth,Role-Playing|General|General|,8.6,Obsidian Entertainment,M
"The Definitive Destiny Campaign. Delve into Savathûn’s Throne World to uncover the mystery of how she and her Lucent Hive stole the Light. Learn the secrets to crafting new weapons, the new Glaive, and survive the truth within her web of lies. New Destination. A twisted wonderland of corruption and splendor, Savathûn’s Throne World plays host to a fragile balance of power. From her palace to the swamp, all that she hides can be found here. Weapon Crafting. Create custom weaponry with unique mod, shader, and stat combinations. Master the new Glaive weapon type and unleash powerful melee combos, projectile attacks, and a deployable energy shield. ","Feb 22, 2022",Bungie,85,Destiny 2: The Witch Queen,Action|Shooter|First-Person|Arcade|,8.4,Bungie,None
"An FPS that delivers an unparalleled tale of horror. Summoned by an old friend, you are Patrick Galloway, master of the occult, armed with the dark knowledge of arcane magic and a six-shot weapon of forged metal grace. You must unravel the curse of the Covenant family ... or die trying.  [Electronic Arts]","Feb 21, 2001",Electronic Arts,85,Clive Barker's Undying,Action|Shooter|Shooter|First-Person|Fantasy|Fantasy|Arcade|,8.8,Dreamworks Games,M
"With tense dungeon crawling and fearsome enemy encounters, the seamlessly intertwined world of Dark Souls is full of extreme battles, rewarding challenges, nuanced weaponry and magic, and the flexibility to customize each character to suit any desired play style.  The innovative online component allows gamers to draw from the collective experience of the Dark Souls community as they either help or sabotage each other on the journey through the world of Lordran to save the land from darkness.  With a massive, seamless open world design, Dark Souls encourages deep exploration and an adaptable gameplay experience.","Aug 24, 2012",Namco Bandai Games,85,Dark Souls: Prepare to Die Edition,Role-Playing|Action RPG|Action RPG|,7.8,From Software,M
"The tactical game with stealth elements Shadow Tactics: Blades of the Shogun is a cooperative endeavor of Daedalic Entertainment and Mimimi Productions. The game is a special take on the genre: it takes place during the Edo-Era of Japan in 1615. Within a playtime of roughly 25 hours, 5 characters will face challenging missions, each protagonist with their own special field of expertise. Only if you know the positive and negative qualities of your characters and play tactically and with finesse, will you master the challenges ahead.","Dec  6, 2016",Daedalic Entertainment,85,Shadow Tactics: Blades of the Shogun,Strategy|Real-Time|Tactics|,8.5,Mimimi Productions,M
